backbone,context_id,perturbation,task,dataset,ablation,n_novel_tools,n_kept_tools,n_dropped,tool_context_len,pred,flipped,raw_text
llama70b3_3,oncqa_12,uncertain_tone,visit,oncqa,cancer,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_12,uncertain_tone,visit,oncqa,cancer,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_12,uncertain_tone,visit,oncqa,cancer,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_12,uncertain_tone,visit,oncqa,cancer,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_12,uncertain_tone,visit,oncqa,cancer,no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_12,uncertain_tone,visit,oncqa,cancer,tu_only,1,0,1,"[""EuropePMC""]",606,True,YES,False,(dry-run)
llama70b3_3,oncqa_12,uncertain_tone,visit,oncqa,cancer,no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_32,uncertain_tone,visit,oncqa,cancer,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_32,uncertain_tone,visit,oncqa,cancer,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_32,uncertain_tone,visit,oncqa,cancer,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_32,uncertain_tone,visit,oncqa,cancer,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_32,uncertain_tone,visit,oncqa,cancer,no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_32,uncertain_tone,visit,oncqa,cancer,tu_only,1,0,1,"[""EuropePMC""]",698,True,YES,False,(dry-run)
llama70b3_3,oncqa_32,uncertain_tone,visit,oncqa,cancer,no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_41,uncertain_tone,visit,oncqa,cancer,no_fda_core,9,6,3,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma"", ""FDA_rare"", ""FDA_warnings""]",8686,True,YES,False,(dry-run)
llama70b3_3,oncqa_41,uncertain_tone,visit,oncqa,cancer,no_fda_pharma,9,8,1,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma"", ""FDA_rare"", ""FDA_warnings""]",11690,True,YES,False,(dry-run)
llama70b3_3,oncqa_41,uncertain_tone,visit,oncqa,cancer,no_fda_warnings,9,6,3,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma"", ""FDA_rare"", ""FDA_warnings""]",9010,True,YES,False,(dry-run)
llama70b3_3,oncqa_41,uncertain_tone,visit,oncqa,cancer,no_fda_rare,9,8,1,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma"", ""FDA_rare"", ""FDA_warnings""]",11690,True,YES,False,(dry-run)
llama70b3_3,oncqa_41,uncertain_tone,visit,oncqa,cancer,no_other,9,9,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma"", ""FDA_rare"", ""FDA_warnings""]",13192,True,YES,False,(dry-run)
llama70b3_3,oncqa_41,uncertain_tone,visit,oncqa,cancer,tu_only,9,0,9,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma"", ""FDA_rare"", ""FDA_warnings""]",651,True,YES,False,(dry-run)
llama70b3_3,oncqa_41,uncertain_tone,visit,oncqa,cancer,no_tu,9,9,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma"", ""FDA_rare"", ""FDA_warnings""]",13192,True,YES,False,(dry-run)
llama70b3_3,oncqa_6,uncertain_tone,visit,oncqa,cancer,no_fda_core,4,1,3,"[""EuropePMC"", ""FDA_core""]",1499,True,YES,False,(dry-run)
llama70b3_3,oncqa_6,uncertain_tone,visit,oncqa,cancer,no_fda_pharma,4,4,0,"[""EuropePMC"", ""FDA_core""]",6005,True,YES,False,(dry-run)
llama70b3_3,oncqa_6,uncertain_tone,visit,oncqa,cancer,no_fda_warnings,4,4,0,"[""EuropePMC"", ""FDA_core""]",6005,True,YES,False,(dry-run)
llama70b3_3,oncqa_6,uncertain_tone,visit,oncqa,cancer,no_fda_rare,4,4,0,"[""EuropePMC"", ""FDA_core""]",6005,True,YES,False,(dry-run)
llama70b3_3,oncqa_6,uncertain_tone,visit,oncqa,cancer,no_other,4,4,0,"[""EuropePMC"", ""FDA_core""]",6005,True,YES,False,(dry-run)
llama70b3_3,oncqa_6,uncertain_tone,visit,oncqa,cancer,tu_only,4,0,4,"[""EuropePMC"", ""FDA_core""]",661,True,YES,False,(dry-run)
llama70b3_3,oncqa_6,uncertain_tone,visit,oncqa,cancer,no_tu,4,4,0,"[""EuropePMC"", ""FDA_core""]",6005,True,YES,False,(dry-run)
llama70b3_3,oncqa_7,uncertain_tone,visit,oncqa,cancer,no_fda_core,6,3,3,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",4225,True,YES,False,(dry-run)
llama70b3_3,oncqa_7,uncertain_tone,visit,oncqa,cancer,no_fda_pharma,6,6,0,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",8731,True,YES,False,(dry-run)
llama70b3_3,oncqa_7,uncertain_tone,visit,oncqa,cancer,no_fda_warnings,6,4,2,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",6006,True,YES,False,(dry-run)
llama70b3_3,oncqa_7,uncertain_tone,visit,oncqa,cancer,no_fda_rare,6,6,0,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",8731,True,YES,False,(dry-run)
llama70b3_3,oncqa_7,uncertain_tone,visit,oncqa,cancer,no_other,6,6,0,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",8731,True,YES,False,(dry-run)
llama70b3_3,oncqa_7,uncertain_tone,visit,oncqa,cancer,tu_only,6,0,6,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",611,True,YES,False,(dry-run)
llama70b3_3,oncqa_7,uncertain_tone,visit,oncqa,cancer,no_tu,6,6,0,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",8731,True,YES,False,(dry-run)
llama70b3_3,oncqa_91,uncertain_tone,visit,oncqa,cancer,no_fda_core,5,2,3,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",3001,True,YES,False,(dry-run)
llama70b3_3,oncqa_91,uncertain_tone,visit,oncqa,cancer,no_fda_pharma,5,4,1,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",6005,True,YES,False,(dry-run)
llama70b3_3,oncqa_91,uncertain_tone,visit,oncqa,cancer,no_fda_warnings,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7507,True,YES,False,(dry-run)
llama70b3_3,oncqa_91,uncertain_tone,visit,oncqa,cancer,no_fda_rare,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7507,True,YES,False,(dry-run)
llama70b3_3,oncqa_91,uncertain_tone,visit,oncqa,cancer,no_other,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7507,True,YES,False,(dry-run)
llama70b3_3,oncqa_91,uncertain_tone,visit,oncqa,cancer,tu_only,5,0,5,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",684,True,YES,False,(dry-run)
llama70b3_3,oncqa_91,uncertain_tone,visit,oncqa,cancer,no_tu,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7507,True,YES,False,(dry-run)
llama70b3_3,oncqa_92,uncertain_tone,visit,oncqa,cancer,no_fda_core,6,3,3,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",4224,True,YES,False,(dry-run)
llama70b3_3,oncqa_92,uncertain_tone,visit,oncqa,cancer,no_fda_pharma,6,5,1,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",7229,True,YES,False,(dry-run)
llama70b3_3,oncqa_92,uncertain_tone,visit,oncqa,cancer,no_fda_warnings,6,5,1,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",7507,True,YES,False,(dry-run)
llama70b3_3,oncqa_92,uncertain_tone,visit,oncqa,cancer,no_fda_rare,6,6,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",8730,True,YES,False,(dry-run)
llama70b3_3,oncqa_92,uncertain_tone,visit,oncqa,cancer,no_other,6,6,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",8730,True,YES,False,(dry-run)
llama70b3_3,oncqa_92,uncertain_tone,visit,oncqa,cancer,tu_only,6,0,6,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",748,True,YES,False,(dry-run)
llama70b3_3,oncqa_92,uncertain_tone,visit,oncqa,cancer,no_tu,6,6,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma"", ""FDA_warnings""]",8730,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,gender_swap,resource,askdocs,smoke,no_fda_core,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,gender_swap,resource,askdocs,smoke,no_fda_pharma,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,gender_swap,resource,askdocs,smoke,no_fda_warnings,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,gender_swap,resource,askdocs,smoke,no_fda_rare,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,gender_swap,resource,askdocs,smoke,no_other,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,gender_swap,resource,askdocs,smoke,tu_only,1,0,1,"[""EuropePMC""]",702,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,gender_swap,resource,askdocs,smoke,no_tu,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,oncqa_61,gender_swap,resource,oncqa,cancer,no_fda_core,4,1,3,"[""EuropePMC"", ""FDA_core""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_61,gender_swap,resource,oncqa,cancer,no_fda_pharma,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,oncqa_61,gender_swap,resource,oncqa,cancer,no_fda_warnings,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,oncqa_61,gender_swap,resource,oncqa,cancer,no_fda_rare,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,oncqa_61,gender_swap,resource,oncqa,cancer,no_other,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,oncqa_61,gender_swap,resource,oncqa,cancer,tu_only,4,0,4,"[""EuropePMC"", ""FDA_core""]",692,True,YES,False,(dry-run)
llama70b3_3,oncqa_61,gender_swap,resource,oncqa,cancer,no_tu,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,oncqa_7,gender_swap,resource,oncqa,cancer,no_fda_core,6,3,3,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",4225,True,YES,False,(dry-run)
llama70b3_3,oncqa_7,gender_swap,resource,oncqa,cancer,no_fda_pharma,6,6,0,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",8731,True,YES,False,(dry-run)
llama70b3_3,oncqa_7,gender_swap,resource,oncqa,cancer,no_fda_warnings,6,4,2,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",6006,True,YES,False,(dry-run)
llama70b3_3,oncqa_7,gender_swap,resource,oncqa,cancer,no_fda_rare,6,6,0,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",8731,True,YES,False,(dry-run)
llama70b3_3,oncqa_7,gender_swap,resource,oncqa,cancer,no_other,6,6,0,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",8731,True,YES,False,(dry-run)
llama70b3_3,oncqa_7,gender_swap,resource,oncqa,cancer,tu_only,6,0,6,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",619,True,YES,False,(dry-run)
llama70b3_3,oncqa_7,gender_swap,resource,oncqa,cancer,no_tu,6,6,0,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",8731,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,uncertain_tone,resource,askdocs,smoke,no_fda_core,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,uncertain_tone,resource,askdocs,smoke,no_fda_pharma,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,uncertain_tone,resource,askdocs,smoke,no_fda_warnings,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,uncertain_tone,resource,askdocs,smoke,no_fda_rare,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,uncertain_tone,resource,askdocs,smoke,no_other,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,uncertain_tone,resource,askdocs,smoke,tu_only,1,0,1,"[""EuropePMC""]",696,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,uncertain_tone,resource,askdocs,smoke,no_tu,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
